filepath,width,height,bboxes
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001746.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 629, 'x2': 931, 'y1': 170, 'y2': 509}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004399.jpg,1600,1200,"[{'class': 'SUV', 'x1': 571, 'x2': 1134, 'y1': 60, 'y2': 686}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000482.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1114, 'x2': 1538, 'y1': 339, 'y2': 899}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005521.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1017, 'x2': 1552, 'y1': 260, 'y2': 781}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003512.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 761, 'x2': 1432, 'y1': 66, 'y2': 801}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007293.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 972, 'x2': 1535, 'y1': 364, 'y2': 914}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006605.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 940, 'x2': 1511, 'y1': 279, 'y2': 843}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009702.jpg,1600,1200,"[{'class': 'Truck', 'x1': 648, 'x2': 1600, 'y1': 1, 'y2': 717}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006691.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 843, 'x2': 1489, 'y1': 324, 'y2': 962}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004373.jpg,1600,1200,"[{'class': 'SUV', 'x1': 784, 'x2': 1405, 'y1': 177, 'y2': 925}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008773.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 944, 'x2': 1537, 'y1': 372, 'y2': 930}, {'class': 'Sedan', 'x1': 944, 'x2': 1533, 'y1': 369, 'y2': 930}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001722.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 613, 'x2': 979, 'y1': 302, 'y2': 717}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001233.jpg,1920,1080,"[{'class': 'Minivan', 'x1': 324, 'x2': 842, 'y1': 1, 'y2': 544}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001296.jpg,1920,1080,"[{'class': 'SUV', 'x1': 303, 'x2': 677, 'y1': 214, 'y2': 717}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006940.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 739, 'x2': 1369, 'y1': 428, 'y2': 1077}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006608.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 653, 'x2': 1196, 'y1': 201, 'y2': 731}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006609.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1015, 'x2': 1578, 'y1': 318, 'y2': 851}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000988.jpg,1920,1080,"[{'class': 'SUV', 'x1': 369, 'x2': 739, 'y1': 370, 'y2': 891}, {'class': 'SUV', 'x1': 139, 'x2': 419, 'y1': 73, 'y2': 396}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008605.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 812, 'x2': 1349, 'y1': 84, 'y2': 593}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004853.jpg,1600,1200,"[{'class': 'SUV', 'x1': 528, 'x2': 1155, 'y1': 119, 'y2': 851}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002691.jpg,1600,1200,"[{'class': 'Bus', 'x1': 653, 'x2': 1600, 'y1': 49, 'y2': 933}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002845.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 593, 'x2': 1241, 'y1': 38, 'y2': 609}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001187.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 403, 'x2': 787, 'y1': 275, 'y2': 718}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004395.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 571, 'x2': 1095, 'y1': 60, 'y2': 601}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005142.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 981, 'x2': 1591, 'y1': 422, 'y2': 1063}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000264.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 831, 'x2': 1231, 'y1': 221, 'y2': 695}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008231.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 670, 'x2': 1157, 'y1': 138, 'y2': 622}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008622.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 355, 'x2': 1037, 'y1': 374, 'y2': 1040}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003138.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 974, 'x2': 1504, 'y1': 219, 'y2': 926}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008053.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 651, 'x2': 1177, 'y1': 263, 'y2': 797}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000884.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 515, 'x2': 915, 'y1': 242, 'y2': 891}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005900.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 750, 'x2': 1265, 'y1': 159, 'y2': 683}, {'class': 'Sedan', 'x1': 754, 'x2': 1270, 'y1': 156, 'y2': 680}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006117.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 670, 'x2': 1209, 'y1': 231, 'y2': 731}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002385.jpg,1600,1200,"[{'class': 'Bus', 'x1': 642, 'x2': 1424, 'y1': 8, 'y2': 593}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003964.jpg,1600,1200,"[{'class': 'SUV', 'x1': 724, 'x2': 1288, 'y1': 2, 'y2': 590}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005050.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 765, 'x2': 1321, 'y1': 268, 'y2': 779}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006838.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 970, 'x2': 1595, 'y1': 348, 'y2': 1005}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001129.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1006, 'x2': 1417, 'y1': 377, 'y2': 891}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005616.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 752, 'x2': 1308, 'y1': 225, 'y2': 747}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007722.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 750, 'x2': 1313, 'y1': 289, 'y2': 835}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004875.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 517, 'x2': 1052, 'y1': 132, 'y2': 667}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007243.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 996, 'x2': 1591, 'y1': 401, 'y2': 1002}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008844.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 957, 'x2': 1511, 'y1': 276, 'y2': 797}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008680.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 448, 'x2': 944, 'y1': 132, 'y2': 635}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008076.jpg,1600,1200,"[{'class': 'SUV', 'x1': 717, 'x2': 1280, 'y1': 2, 'y2': 630}, {'class': 'SUV', 'x1': 715, 'x2': 1285, 'y1': 7, 'y2': 627}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001903.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 693, 'x2': 979, 'y1': 71, 'y2': 364}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006880.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 931, 'x2': 1530, 'y1': 444, 'y2': 1045}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000966.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 433, 'x2': 762, 'y1': 231, 'y2': 581}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000676.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 377, 'x2': 717, 'y1': 73, 'y2': 448}, {'class': 'Microbus', 'x1': 1043, 'x2': 1419, 'y1': 3, 'y2': 405}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000912.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 410, 'x2': 805, 'y1': 423, 'y2': 911}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007762.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 528, 'x2': 1147, 'y1': 287, 'y2': 875}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006937.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 827, 'x2': 1423, 'y1': 308, 'y2': 848}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009447.jpg,1600,1200,"[{'class': 'Truck', 'x1': 521, 'x2': 1348, 'y1': 1, 'y2': 712}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002264.jpg,1920,1080,"[{'class': 'Minivan', 'x1': 317, 'x2': 862, 'y1': 264, 'y2': 893}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002279.jpg,1600,1200,"[{'class': 'Bus', 'x1': 560, 'x2': 1590, 'y1': 19, 'y2': 1014}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008213.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 827, 'x2': 1390, 'y1': 321, 'y2': 843}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000892.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1113, 'x2': 1508, 'y1': 179, 'y2': 685}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008090.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 987, 'x2': 1479, 'y1': 175, 'y2': 747}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003457.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 704, 'x2': 1334, 'y1': 85, 'y2': 787}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007364.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 631, 'x2': 1235, 'y1': 385, 'y2': 1026}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008358.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 655, 'x2': 1209, 'y1': 207, 'y2': 715}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004381.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 948, 'x2': 1600, 'y1': 313, 'y2': 1037}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001698.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 374, 'x2': 782, 'y1': 267, 'y2': 735}, {'class': 'Sedan', 'x1': 1095, 'x2': 1502, 'y1': 374, 'y2': 931}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007513.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 633, 'x2': 1147, 'y1': 146, 'y2': 643}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003548.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 568, 'x2': 1382, 'y1': 33, 'y2': 712}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009009.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 631, 'x2': 1164, 'y1': 148, 'y2': 643}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004528.jpg,1600,1200,"[{'class': 'SUV', 'x1': 605, 'x2': 1254, 'y1': 42, 'y2': 763}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003309.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 575, 'x2': 1253, 'y1': 46, 'y2': 603}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007999.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 661, 'x2': 1203, 'y1': 239, 'y2': 771}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008931.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 379, 'x2': 946, 'y1': 100, 'y2': 646}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001046.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 289, 'x2': 721, 'y1': 308, 'y2': 966}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005478.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 623, 'x2': 1138, 'y1': 135, 'y2': 595}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001360.jpg,1920,1080,"[{'class': 'SUV', 'x1': 992, 'x2': 1314, 'y1': 104, 'y2': 487}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007349.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1032, 'x2': 1600, 'y1': 279, 'y2': 829}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003090.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 693, 'x2': 1189, 'y1': 44, 'y2': 653}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000094.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 451, 'x2': 782, 'y1': 5, 'y2': 310}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005503.jpg,1600,1200,"[{'class': 'SUV', 'x1': 582, 'x2': 1155, 'y1': 103, 'y2': 696}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004912.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 610, 'x2': 1151, 'y1': 220, 'y2': 750}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000271.jpg,1920,1080,"[{'class': 'SUV', 'x1': 404, 'x2': 875, 'y1': 322, 'y2': 914}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009521.jpg,1600,1200,"[{'class': 'Truck', 'x1': 620, 'x2': 1491, 'y1': 1, 'y2': 651}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000104.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 481, 'x2': 842, 'y1': 246, 'y2': 666}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001090.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 394, 'x2': 796, 'y1': 388, 'y2': 878}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007931.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 879, 'x2': 1414, 'y1': 225, 'y2': 712}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003000.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 684, 'x2': 1540, 'y1': 1, 'y2': 1121}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002701.jpg,1600,1200,"[{'class': 'Bus', 'x1': 614, 'x2': 1532, 'y1': 6, 'y2': 817}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005433.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 879, 'x2': 1436, 'y1': 241, 'y2': 835}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004246.jpg,1600,1200,"[{'class': 'SUV', 'x1': 972, 'x2': 1595, 'y1': 18, 'y2': 763}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007681.jpg,1600,1200,"[{'class': 'SUV', 'x1': 579, 'x2': 1119, 'y1': 55, 'y2': 624}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002518.jpg,1600,1200,"[{'class': 'Bus', 'x1': 945, 'x2': 1600, 'y1': 4, 'y2': 576}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000547.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 486, 'x2': 823, 'y1': 52, 'y2': 543}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004161.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 797, 'x2': 1386, 'y1': 309, 'y2': 947}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009588.jpg,1600,1200,"[{'class': 'Truck', 'x1': 609, 'x2': 1568, 'y1': 1, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009629.jpg,1600,1200,"[{'class': 'Truck', 'x1': 371, 'x2': 1432, 'y1': 269, 'y2': 1146}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009644.jpg,1600,1200,"[{'class': 'Truck', 'x1': 598, 'x2': 1597, 'y1': 99, 'y2': 968}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004612.jpg,1600,1200,"[{'class': 'SUV', 'x1': 2, 'x2': 657, 'y1': 441, 'y2': 1181}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005128.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 909, 'x2': 1425, 'y1': 199, 'y2': 688}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006108.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 689, 'x2': 1345, 'y1': 318, 'y2': 962}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003959.jpg,1600,1200,"[{'class': 'SUV', 'x1': 439, 'x2': 979, 'y1': 136, 'y2': 729}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008065.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 927, 'x2': 1492, 'y1': 308, 'y2': 867}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006403.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 651, 'x2': 1270, 'y1': 217, 'y2': 800}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002799.jpg,1600,1200,"[{'class': 'Bus', 'x1': 65, 'x2': 903, 'y1': 4, 'y2': 737}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005490.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 633, 'x2': 1160, 'y1': 175, 'y2': 648}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005918.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 802, 'x2': 1403, 'y1': 225, 'y2': 848}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001377.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 294, 'x2': 764, 'y1': 251, 'y2': 942}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000157.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 481, 'x2': 867, 'y1': 221, 'y2': 662}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006319.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 620, 'x2': 1170, 'y1': 241, 'y2': 813}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006884.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 765, 'x2': 1377, 'y1': 297, 'y2': 906}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005423.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 793, 'x2': 1395, 'y1': 361, 'y2': 938}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007191.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 797, 'x2': 1351, 'y1': 345, 'y2': 885}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001874.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 785, 'x2': 1086, 'y1': 67, 'y2': 386}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005806.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 903, 'x2': 1442, 'y1': 209, 'y2': 773}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005834.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 840, 'x2': 1341, 'y1': 143, 'y2': 587}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000686.jpg,1920,1080,"[{'class': 'Minivan', 'x1': 380, 'x2': 937, 'y1': 188, 'y2': 846}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005131.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 508, 'x2': 1078, 'y1': 252, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001186.jpg,1920,1080,"[{'class': 'Truck', 'x1': 223, 'x2': 899, 'y1': 3, 'y2': 935}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008983.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 881, 'x2': 1448, 'y1': 159, 'y2': 688}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003688.jpg,1600,1200,"[{'class': 'SUV', 'x1': 702, 'x2': 1444, 'y1': 116, 'y2': 910}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008865.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 579, 'x2': 1151, 'y1': 138, 'y2': 726}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001708.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1072, 'x2': 1401, 'y1': 121, 'y2': 478}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006636.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 912, 'x2': 1522, 'y1': 420, 'y2': 1026}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006209.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 804, 'x2': 1390, 'y1': 180, 'y2': 739}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006622.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 817, 'x2': 1330, 'y1': 220, 'y2': 699}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001289.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1024, 'x2': 1410, 'y1': 199, 'y2': 685}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004444.jpg,1600,1200,"[{'class': 'SUV', 'x1': 618, 'x2': 1157, 'y1': 10, 'y2': 590}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007915.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 431, 'x2': 957, 'y1': 252, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008714.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 616, 'x2': 1162, 'y1': 284, 'y2': 837}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001471.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1013, 'x2': 1351, 'y1': 201, 'y2': 625}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002793.jpg,1600,1200,"[{'class': 'Bus', 'x1': 379, 'x2': 1196, 'y1': 96, 'y2': 754}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000281.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1152, 'x2': 1500, 'y1': 151, 'y2': 536}]"
